target_id,sales_rep_id,year,quarter,month,quota_amount,actual_amount,achievement_percent,deals_closed,avg_deal_size,new_customers,territory,sales_team
TGT-2023-Q3-REP-0051-08,REP-0051,2023,Q3,August,108916.67,131606.99,120.83,25,5264.28,12,Central,Partner Sales
TGT-2023-Q3-REP-0052-08,REP-0052,2023,Q3,August,102000.00,106813.01,104.72,9,11868.11,4,West,Enterprise Sales
TGT-2023-Q3-REP-0053-08,REP-0053,2023,Q3,August,73916.67,99728.33,134.92,21,4748.97,11,EMEA,Mid-Market
TGT-2023-Q3-REP-0054-08,REP-0054,2023,Q3,August,88250.00,126501.96,143.34,16,7906.37,5,West,Enterprise Sales
TGT-2023-Q3-REP-0055-08,REP-0055,2023,Q3,August,112750.00,160713.68,142.54,15,10714.25,6,Central,Partner Sales
TGT-2023-Q3-REP-0056-08,REP-0056,2023,Q3,August,120333.33,167103.47,138.87,18,9283.53,10,APAC,Partner Sales
TGT-2023-Q3-REP-0057-08,REP-0057,2023,Q3,August,104833.33,103409.68,98.64,18,5744.98,5,East,Enterprise Sales
TGT-2023-Q3-REP-0058-08,REP-0058,2023,Q3,August,50166.67,45740.08,91.18,23,1988.70,7,LATAM,SMB Sales
TGT-2023-Q3-REP-0060-08,REP-0060,2023,Q3,August,44000.00,35937.36,81.68,34,1056.98,19,EMEA,Inside Sales
TGT-2023-Q3-REP-0061-08,REP-0061,2023,Q3,August,51500.00,60521.38,117.52,42,1440.99,17,LATAM,SMB Sales
TGT-2023-Q3-REP-0062-08,REP-0062,2023,Q3,August,50000.00,36079.14,72.16,23,1568.66,8,EMEA,SMB Sales
TGT-2023-Q3-REP-0063-08,REP-0063,2023,Q3,August,47333.33,34932.13,73.80,40,873.30,22,LATAM,SMB Sales
TGT-2023-Q3-REP-0064-08,REP-0064,2023,Q3,August,105083.33,140259.17,133.47,18,7792.18,5,LATAM,Enterprise Sales
TGT-2023-Q3-REP-0065-08,REP-0065,2023,Q3,August,98500.00,104218.12,105.81,17,6130.48,7,East,Enterprise Sales
TGT-2023-Q3-REP-0066-08,REP-0066,2023,Q3,August,35750.00,45607.22,127.57,40,1140.18,15,LATAM,Inside Sales
TGT-2023-Q3-REP-0067-08,REP-0067,2023,Q3,August,47416.67,60058.87,126.66,37,1623.21,17,LATAM,SMB Sales
TGT-2023-Q3-REP-0068-08,REP-0068,2023,Q3,August,78583.33,105781.06,134.61,23,4599.18,13,APAC,Mid-Market
TGT-2023-Q3-REP-0069-08,REP-0069,2023,Q3,August,70416.67,28967.09,41.14,21,1379.39,9,West,Mid-Market
TGT-2023-Q3-REP-0070-08,REP-0070,2023,Q3,August,44666.67,44772.13,100.24,29,1543.87,11,Central,SMB Sales
TGT-2023-Q3-REP-0071-08,REP-0071,2023,Q3,August,132500.00,101834.02,76.86,12,8486.17,5,APAC,Partner Sales
TGT-2023-Q3-REP-0073-08,REP-0073,2023,Q3,August,107333.33,105261.22,98.07,20,5263.06,11,West,Partner Sales
TGT-2023-Q3-REP-0074-08,REP-0074,2023,Q3,August,86083.33,73476.32,85.35,13,5652.02,3,East,Enterprise Sales
TGT-2023-Q3-REP-0075-08,REP-0075,2023,Q3,August,75250.00,81710.02,108.58,25,3268.40,13,APAC,Mid-Market
TGT-2023-Q3-REP-0076-08,REP-0076,2023,Q3,August,39416.67,56011.61,142.10,44,1272.99,15,Central,Inside Sales
TGT-2023-Q3-REP-0077-08,REP-0077,2023,Q3,August,43500.00,31442.46,72.28,42,748.63,19,APAC,Inside Sales
TGT-2023-Q3-REP-0078-08,REP-0078,2023,Q3,August,96916.67,115693.68,119.37,20,5784.68,6,LATAM,Enterprise Sales
TGT-2023-Q3-REP-0079-08,REP-0079,2023,Q3,August,37750.00,0.00,0.00,0,0.00,0,EMEA,Inside Sales
TGT-2023-Q3-REP-0080-08,REP-0080,2023,Q3,August,114666.67,165131.59,144.01,25,6605.26,11,Central,Partner Sales
TGT-2023-Q3-REP-0082-08,REP-0082,2023,Q3,August,119833.33,117257.82,97.85,23,5098.17,10,EMEA,Partner Sales
TGT-2023-Q3-REP-0083-08,REP-0083,2023,Q3,August,70333.33,48173.31,68.49,19,2535.44,5,Central,Mid-Market
TGT-2023-Q3-REP-0084-08,REP-0084,2023,Q3,August,90916.67,76301.69,83.92,16,4768.86,6,East,Enterprise Sales
TGT-2023-Q3-REP-0085-08,REP-0085,2023,Q3,August,52666.67,70505.03,133.87,22,3204.77,7,West,SMB Sales
TGT-2023-Q3-REP-0086-08,REP-0086,2023,Q3,August,42083.33,56689.66,134.71,41,1382.67,13,East,SMB Sales
TGT-2023-Q3-REP-0087-08,REP-0087,2023,Q3,August,114750.00,148241.01,129.19,10,14824.10,5,Central,Partner Sales
TGT-2023-Q3-REP-0088-08,REP-0088,2023,Q3,August,44583.33,63456.10,142.33,38,1669.90,22,Central,SMB Sales
TGT-2023-Q3-REP-0089-08,REP-0089,2023,Q3,August,34000.00,41944.91,123.37,25,1677.80,13,Central,Inside Sales
TGT-2023-Q3-REP-0090-08,REP-0090,2023,Q3,August,112750.00,143871.09,127.60,15,9591.41,5,East,Partner Sales
TGT-2023-Q3-REP-0091-08,REP-0091,2023,Q3,August,41666.67,61556.83,147.74,36,1709.91,10,APAC,SMB Sales
TGT-2023-Q3-REP-0092-08,REP-0092,2023,Q3,August,88000.00,104459.45,118.70,17,6144.67,8,APAC,Enterprise Sales
TGT-2023-Q3-REP-0093-08,REP-0093,2023,Q3,August,98833.33,130205.28,131.74,13,10015.79,5,Central,Enterprise Sales
TGT-2023-Q3-REP-0094-08,REP-0094,2023,Q3,August,129666.67,112881.35,87.06,25,4515.25,10,LATAM,Partner Sales
TGT-2023-Q3-REP-0095-08,REP-0095,2023,Q3,August,66916.67,50418.90,75.35,21,2400.90,11,EMEA,Mid-Market
TGT-2023-Q3-REP-0096-08,REP-0096,2023,Q3,August,73583.33,105499.41,143.37,16,6593.71,9,East,Mid-Market
TGT-2023-Q3-REP-0098-08,REP-0098,2023,Q3,August,105750.00,86712.85,82.00,21,4129.18,6,Central,Partner Sales
TGT-2023-Q3-REP-0099-08,REP-0099,2023,Q3,August,34500.00,26953.13,78.13,33,816.76,10,Central,Inside Sales
TGT-2023-Q3-REP-0100-08,REP-0100,2023,Q3,August,69583.33,64173.10,92.22,29,2212.87,12,APAC,Mid-Market
TGT-2023-Q3-REP-0101-08,REP-0101,2023,Q3,August,73166.67,76240.92,104.20,18,4235.61,9,EMEA,Mid-Market
TGT-2023-Q3-REP-0102-08,REP-0102,2023,Q3,August,36916.67,53957.12,146.16,30,1798.57,14,EMEA,Inside Sales
TGT-2023-Q3-REP-0103-08,REP-0103,2023,Q3,August,68083.33,0.00,0.00,0,0.00,0,West,Mid-Market
TGT-2023-Q3-REP-0104-08,REP-0104,2023,Q3,August,95750.00,72919.11,76.16,17,4289.36,6,East,Enterprise Sales
TGT-2023-Q3-REP-0105-08,REP-0105,2023,Q3,August,100916.67,107294.92,106.32,11,9754.08,3,APAC,Enterprise Sales
TGT-2023-Q3-REP-0106-08,REP-0106,2023,Q3,August,109666.67,132837.42,121.13,14,9488.39,7,EMEA,Partner Sales
TGT-2023-Q3-REP-0107-08,REP-0107,2023,Q3,August,107333.33,123149.19,114.74,17,7244.07,6,East,Partner Sales
TGT-2023-Q3-REP-0108-08,REP-0108,2023,Q3,August,102000.00,88178.26,86.45,16,5511.14,6,LATAM,Enterprise Sales
TGT-2023-Q3-REP-0109-08,REP-0109,2023,Q3,August,46166.67,61726.05,133.70,41,1505.51,23,East,SMB Sales
TGT-2023-Q3-REP-0110-08,REP-0110,2023,Q3,August,88583.33,94338.78,106.50,12,7861.56,6,EMEA,Enterprise Sales
TGT-2023-Q3-REP-0111-08,REP-0111,2023,Q3,August,120833.33,120640.05,99.84,20,6032.00,11,East,Partner Sales
TGT-2023-Q3-REP-0112-08,REP-0112,2023,Q3,August,39250.00,51154.32,130.33,30,1705.14,13,APAC,Inside Sales
TGT-2023-Q3-REP-0113-08,REP-0113,2023,Q3,August,102250.00,141921.76,138.80,13,10917.06,7,Central,Enterprise Sales
TGT-2023-Q3-REP-0114-08,REP-0114,2023,Q3,August,105500.00,78738.56,74.63,13,6056.81,7,West,Enterprise Sales
TGT-2023-Q3-REP-0115-08,REP-0115,2023,Q3,August,125833.33,154052.49,122.43,20,7702.62,6,West,Partner Sales
TGT-2023-Q3-REP-0116-08,REP-0116,2023,Q3,August,46916.67,43037.87,91.73,29,1484.06,16,LATAM,SMB Sales
TGT-2023-Q3-REP-0117-08,REP-0117,2023,Q3,August,115666.67,166074.30,143.58,20,8303.72,7,West,Partner Sales
TGT-2023-Q3-REP-0118-08,REP-0118,2023,Q3,August,118416.67,161569.79,136.44,25,6462.79,10,West,Partner Sales
TGT-2023-Q3-REP-0120-08,REP-0120,2023,Q3,August,103500.00,120695.32,116.61,15,8046.35,6,APAC,Partner Sales
TGT-2023-Q3-REP-0121-08,REP-0121,2023,Q3,August,104750.00,97529.51,93.11,17,5737.03,5,West,Partner Sales
TGT-2023-Q3-REP-0122-08,REP-0122,2023,Q3,August,74916.67,61022.96,81.45,15,4068.20,7,APAC,Mid-Market
TGT-2023-Q3-REP-0123-08,REP-0123,2023,Q3,August,129166.67,79714.37,61.71,21,3795.92,9,APAC,Partner Sales
TGT-2023-Q3-REP-0124-08,REP-0124,2023,Q3,August,53833.33,48343.94,89.80,23,2101.91,7,LATAM,SMB Sales
TGT-2023-Q3-REP-0125-08,REP-0125,2023,Q3,August,118666.67,88986.08,74.99,12,7415.51,6,Central,Partner Sales
TGT-2023-Q3-REP-0129-08,REP-0129,2023,Q3,August,74416.67,97538.39,131.07,22,4433.56,11,East,Mid-Market
TGT-2023-Q3-REP-0130-08,REP-0130,2023,Q3,August,37416.67,43495.44,116.25,26,1672.90,10,West,Inside Sales
TGT-2023-Q3-REP-0131-08,REP-0131,2023,Q3,August,46666.67,39607.15,84.87,36,1100.20,18,East,SMB Sales
TGT-2023-Q3-REP-0132-08,REP-0132,2023,Q3,August,83583.33,119127.62,142.53,12,9927.30,4,EMEA,Enterprise Sales
TGT-2023-Q3-REP-0133-08,REP-0133,2023,Q3,August,99416.67,126602.55,127.35,10,12660.26,4,West,Enterprise Sales
TGT-2023-Q3-REP-0134-08,REP-0134,2023,Q3,August,71000.00,77666.93,109.39,30,2588.90,13,East,Mid-Market
TGT-2023-Q3-REP-0135-08,REP-0135,2023,Q3,August,39166.67,33000.31,84.26,37,891.90,21,APAC,Inside Sales
TGT-2023-Q3-REP-0136-08,REP-0136,2023,Q3,August,130833.33,182865.74,139.77,15,12191.05,7,LATAM,Partner Sales
TGT-2023-Q3-REP-0137-08,REP-0137,2023,Q3,August,47083.33,58371.21,123.97,27,2161.90,12,East,SMB Sales
TGT-2023-Q3-REP-0138-08,REP-0138,2023,Q3,August,44833.33,64300.47,143.42,47,1368.10,24,LATAM,Inside Sales
TGT-2023-Q3-REP-0139-08,REP-0139,2023,Q3,August,114750.00,0.00,0.00,0,0.00,0,LATAM,Partner Sales
TGT-2023-Q3-REP-0141-08,REP-0141,2023,Q3,August,102333.33,87805.43,85.80,17,5165.03,8,LATAM,Enterprise Sales
TGT-2023-Q3-REP-0142-08,REP-0142,2023,Q3,August,77750.00,93062.65,119.69,21,4431.55,9,EMEA,Mid-Market
TGT-2023-Q3-REP-0143-08,REP-0143,2023,Q3,August,83416.67,119214.34,142.91,10,11921.43,5,East,Enterprise Sales
TGT-2023-Q3-REP-0145-08,REP-0145,2023,Q3,August,41916.67,41509.28,99.03,33,1257.86,17,LATAM,Inside Sales
TGT-2023-Q3-REP-0146-08,REP-0146,2023,Q3,August,129583.33,112914.97,87.14,14,8065.36,4,LATAM,Partner Sales
TGT-2023-Q3-REP-0147-08,REP-0147,2023,Q3,August,75750.00,88024.14,116.20,16,5501.51,8,West,Mid-Market
TGT-2023-Q3-REP-0148-08,REP-0148,2023,Q3,August,42916.67,56211.25,130.98,35,1606.04,12,EMEA,SMB Sales
TGT-2023-Q3-REP-0149-08,REP-0149,2023,Q3,August,94000.00,101973.29,108.48,9,11330.37,4,APAC,Enterprise Sales
TGT-2023-Q3-REP-0150-08,REP-0150,2023,Q3,August,43500.00,48744.13,112.06,26,1874.77,10,East,SMB Sales
TGT-2023-Q3-REP-0001-09,REP-0001,2023,Q3,September,107833.33,115097.34,106.74,13,8853.64,6,LATAM,Enterprise Sales
TGT-2023-Q3-REP-0002-09,REP-0002,2023,Q3,September,41416.67,54406.68,131.36,41,1326.99,19,East,Inside Sales
TGT-2023-Q3-REP-0003-09,REP-0003,2023,Q3,September,43000.00,51414.28,119.57,36,1428.17,13,Central,SMB Sales
TGT-2023-Q3-REP-0004-09,REP-0004,2023,Q3,September,87416.67,81526.26,93.26,17,4795.66,6,East,Enterprise Sales
TGT-2023-Q3-REP-0005-09,REP-0005,2023,Q3,September,68833.33,94053.91,136.64,16,5878.37,8,APAC,Mid-Market
TGT-2023-Q3-REP-0006-09,REP-0006,2023,Q3,September,49000.00,58723.91,119.84,23,2553.21,7,LATAM,SMB Sales
TGT-2023-Q3-REP-0007-09,REP-0007,2023,Q3,September,117000.00,65975.75,56.39,21,3141.70,8,APAC,Partner Sales
TGT-2023-Q3-REP-0008-09,REP-0008,2023,Q3,September,37500.00,41997.46,111.99,30,1399.92,12,West,Inside Sales
TGT-2023-Q3-REP-0010-09,REP-0010,2023,Q3,September,71500.00,53016.26,74.15,16,3313.52,8,EMEA,Mid-Market
TGT-2023-Q3-REP-0011-09,REP-0011,2023,Q3,September,107000.00,112052.85,104.72,11,10186.62,6,EMEA,Enterprise Sales
TGT-2023-Q3-REP-0012-09,REP-0012,2023,Q3,September,69666.67,72221.46,103.67,20,3611.07,11,EMEA,Mid-Market
TGT-2023-Q3-REP-0013-09,REP-0013,2023,Q3,September,99916.67,142863.25,142.98,20,7143.16,8,Central,Enterprise Sales
TGT-2023-Q3-REP-0014-09,REP-0014,2023,Q3,September,122750.00,141724.27,115.46,16,8857.77,5,East,Partner Sales
TGT-2023-Q3-REP-0015-09,REP-0015,2023,Q3,September,77916.67,107949.92,138.55,20,5397.50,8,APAC,Mid-Market
TGT-2023-Q3-REP-0016-09,REP-0016,2023,Q3,September,76916.67,108058.58,140.49,19,5687.29,7,West,Mid-Market
TGT-2023-Q3-REP-0017-09,REP-0017,2023,Q3,September,41000.00,39638.54,96.68,48,825.80,19,East,Inside Sales
TGT-2023-Q3-REP-0018-09,REP-0018,2023,Q3,September,85500.00,109263.17,127.79,14,7804.51,7,EMEA,Enterprise Sales
TGT-2023-Q3-REP-0019-09,REP-0019,2023,Q3,September,46083.33,56576.75,122.77,35,1616.48,16,Central,SMB Sales
TGT-2023-Q3-REP-0020-09,REP-0020,2023,Q3,September,102083.33,93912.39,92.00,19,4942.76,5,Central,Partner Sales
TGT-2023-Q3-REP-0021-09,REP-0021,2023,Q3,September,39666.67,40170.18,101.27,25,1606.81,12,West,Inside Sales
TGT-2023-Q3-REP-0022-09,REP-0022,2023,Q3,September,48416.67,65532.06,135.35,40,1638.30,21,APAC,SMB Sales
TGT-2023-Q3-REP-0023-09,REP-0023,2023,Q3,September,42583.33,60500.43,142.08,29,2086.22,11,East,Inside Sales
TGT-2023-Q3-REP-0024-09,REP-0024,2023,Q3,September,45333.33,37693.95,83.15,44,856.68,21,Central,Inside Sales
TGT-2023-Q3-REP-0025-09,REP-0025,2023,Q3,September,41416.67,21154.04,51.08,48,440.71,20,West,Inside Sales
TGT-2023-Q3-REP-0026-09,REP-0026,2023,Q3,September,44833.33,50388.61,112.39,44,1145.20,18,LATAM,Inside Sales
TGT-2023-Q3-REP-0027-09,REP-0027,2023,Q3,September,44833.33,55174.03,123.06,35,1576.40,11,EMEA,Inside Sales
TGT-2023-Q3-REP-0029-09,REP-0029,2023,Q3,September,107333.33,122988.32,114.59,13,9460.64,7,LATAM,Enterprise Sales
TGT-2023-Q3-REP-0030-09,REP-0030,2023,Q3,September,42250.00,37323.56,88.34,29,1287.02,16,West,SMB Sales
TGT-2023-Q3-REP-0031-09,REP-0031,2023,Q3,September,46833.33,67613.20,144.37,36,1878.14,20,Central,SMB Sales
TGT-2023-Q3-REP-0032-09,REP-0032,2023,Q3,September,102583.33,147518.25,143.80,15,9834.55,4,Central,Enterprise Sales
TGT-2023-Q3-REP-0034-09,REP-0034,2023,Q3,September,34750.00,32910.55,94.71,41,802.70,18,East,Inside Sales
TGT-2023-Q3-REP-0035-09,REP-0035,2023,Q3,September,105500.00,71682.91,67.95,19,3772.78,10,East,Enterprise Sales
TGT-2023-Q3-REP-0036-09,REP-0036,2023,Q3,September,33583.33,44870.29,133.61,30,1495.68,9,West,Inside Sales
TGT-2023-Q3-REP-0037-09,REP-0037,2023,Q3,September,53333.33,39289.50,73.67,40,982.24,22,EMEA,SMB Sales
TGT-2023-Q3-REP-0038-09,REP-0038,2023,Q3,September,120750.00,127692.82,105.75,21,6080.61,12,LATAM,Partner Sales
TGT-2023-Q3-REP-0039-09,REP-0039,2023,Q3,September,34916.67,41331.53,118.37,46,898.51,25,Central,Inside Sales
TGT-2023-Q3-REP-0040-09,REP-0040,2023,Q3,September,91083.33,69635.40,76.45,17,4096.20,5,East,Enterprise Sales
TGT-2023-Q3-REP-0041-09,REP-0041,2023,Q3,September,72250.00,107997.91,149.48,22,4909.00,12,APAC,Mid-Market
TGT-2023-Q3-REP-0043-09,REP-0043,2023,Q3,September,43416.67,60574.73,139.52,27,2243.51,13,Central,SMB Sales
TGT-2023-Q3-REP-0044-09,REP-0044,2023,Q3,September,90750.00,121992.97,134.43,16,7624.56,5,Central,Enterprise Sales
TGT-2023-Q3-REP-0045-09,REP-0045,2023,Q3,September,109583.33,121401.28,110.78,17,7141.25,5,East,Partner Sales
TGT-2023-Q3-REP-0046-09,REP-0046,2023,Q3,September,90250.00,130478.14,144.57,16,8154.88,5,LATAM,Enterprise Sales
TGT-2023-Q3-REP-0048-09,REP-0048,2023,Q3,September,43416.67,64145.22,147.74,38,1688.03,14,East,Inside Sales
TGT-2023-Q3-REP-0049-09,REP-0049,2023,Q3,September,72833.33,86646.12,118.96,26,3332.54,11,West,Mid-Market
TGT-2023-Q3-REP-0050-09,REP-0050,2023,Q3,September,46166.67,30455.30,65.97,36,845.98,18,APAC,SMB Sales
TGT-2023-Q3-REP-0051-09,REP-0051,2023,Q3,September,108916.67,84098.54,77.21,23,3656.46,9,Central,Partner Sales
TGT-2023-Q3-REP-0052-09,REP-0052,2023,Q3,September,102000.00,114745.75,112.50,9,12749.53,3,West,Enterprise Sales
TGT-2023-Q3-REP-0053-09,REP-0053,2023,Q3,September,73916.67,97598.61,132.04,22,4436.30,10,EMEA,Mid-Market
TGT-2023-Q3-REP-0054-09,REP-0054,2023,Q3,September,88250.00,120096.56,136.09,14,8578.33,6,West,Enterprise Sales
TGT-2023-Q3-REP-0055-09,REP-0055,2023,Q3,September,112750.00,146208.99,129.68,24,6092.04,8,Central,Partner Sales
TGT-2023-Q3-REP-0056-09,REP-0056,2023,Q3,September,120333.33,84523.89,70.24,14,6037.42,7,APAC,Partner Sales
TGT-2023-Q3-REP-0057-09,REP-0057,2023,Q3,September,104833.33,0.00,0.00,0,0.00,0,East,Enterprise Sales
TGT-2023-Q3-REP-0058-09,REP-0058,2023,Q3,September,50166.67,58234.18,116.08,34,1712.77,18,LATAM,SMB Sales
TGT-2023-Q3-REP-0060-09,REP-0060,2023,Q3,September,44000.00,45490.15,103.39,29,1568.63,14,EMEA,Inside Sales
TGT-2023-Q3-REP-0061-09,REP-0061,2023,Q3,September,51500.00,43103.12,83.70,27,1596.41,11,LATAM,SMB Sales
TGT-2023-Q3-REP-0062-09,REP-0062,2023,Q3,September,50000.00,63667.66,127.34,22,2893.98,8,EMEA,SMB Sales
TGT-2023-Q3-REP-0063-09,REP-0063,2023,Q3,September,47333.33,65333.65,138.03,33,1979.81,19,LATAM,SMB Sales
TGT-2023-Q3-REP-0064-09,REP-0064,2023,Q3,September,105083.33,116637.59,111.00,11,10603.42,3,LATAM,Enterprise Sales
TGT-2023-Q3-REP-0065-09,REP-0065,2023,Q3,September,98500.00,69084.95,70.14,20,3454.25,7,East,Enterprise Sales
TGT-2023-Q3-REP-0066-09,REP-0066,2023,Q3,September,35750.00,31857.21,89.11,26,1225.28,10,LATAM,Inside Sales
TGT-2023-Q3-REP-0067-09,REP-0067,2023,Q3,September,47416.67,39657.32,83.64,41,967.25,17,LATAM,SMB Sales
TGT-2023-Q3-REP-0068-09,REP-0068,2023,Q3,September,78583.33,88697.48,112.87,15,5913.17,6,APAC,Mid-Market
TGT-2023-Q3-REP-0069-09,REP-0069,2023,Q3,September,70416.67,34182.45,48.54,22,1553.75,12,West,Mid-Market
TGT-2023-Q3-REP-0070-09,REP-0070,2023,Q3,September,44666.67,47171.13,105.61,33,1429.43,11,Central,SMB Sales
TGT-2023-Q3-REP-0071-09,REP-0071,2023,Q3,September,132500.00,179454.71,135.44,11,16314.06,3,APAC,Partner Sales
TGT-2023-Q3-REP-0073-09,REP-0073,2023,Q3,September,107333.33,89308.07,83.21,13,6869.85,5,West,Partner Sales
TGT-2023-Q3-REP-0074-09,REP-0074,2023,Q3,September,86083.33,120414.66,139.88,17,7083.22,9,East,Enterprise Sales
TGT-2023-Q3-REP-0075-09,REP-0075,2023,Q3,September,75250.00,106599.08,141.66,24,4441.63,7,APAC,Mid-Market
TGT-2023-Q3-REP-0076-09,REP-0076,2023,Q3,September,39416.67,55049.94,139.66,29,1898.27,16,Central,Inside Sales
TGT-2023-Q3-REP-0077-09,REP-0077,2023,Q3,September,43500.00,39301.78,90.35,38,1034.26,13,APAC,Inside Sales
TGT-2023-Q3-REP-0078-09,REP-0078,2023,Q3,September,96916.67,75031.78,77.42,18,4168.43,9,LATAM,Enterprise Sales
TGT-2023-Q3-REP-0079-09,REP-0079,2023,Q3,September,37750.00,53326.43,141.26,43,1240.15,21,EMEA,Inside Sales
TGT-2023-Q3-REP-0080-09,REP-0080,2023,Q3,September,114666.67,127545.51,111.23,18,7085.86,5,Central,Partner Sales
TGT-2023-Q3-REP-0082-09,REP-0082,2023,Q3,September,119833.33,116422.53,97.15,14,8315.90,8,EMEA,Partner Sales
TGT-2023-Q3-REP-0083-09,REP-0083,2023,Q3,September,70333.33,96131.66,136.68,25,3845.27,14,Central,Mid-Market
TGT-2023-Q3-REP-0084-09,REP-0084,2023,Q3,September,90916.67,63942.22,70.33,14,4567.30,7,East,Enterprise Sales
TGT-2023-Q3-REP-0085-09,REP-0085,2023,Q3,September,52666.67,42126.54,79.99,37,1138.56,19,West,SMB Sales
TGT-2023-Q3-REP-0086-09,REP-0086,2023,Q3,September,42083.33,50710.95,120.50,25,2028.44,10,East,SMB Sales
TGT-2023-Q3-REP-0087-09,REP-0087,2023,Q3,September,114750.00,170753.89,148.81,16,10672.12,5,Central,Partner Sales
TGT-2023-Q3-REP-0088-09,REP-0088,2023,Q3,September,44583.33,65195.55,146.23,32,2037.36,13,Central,SMB Sales
TGT-2023-Q3-REP-0089-09,REP-0089,2023,Q3,September,34000.00,29927.07,88.02,30,997.57,15,Central,Inside Sales
TGT-2023-Q3-REP-0090-09,REP-0090,2023,Q3,September,112750.00,150898.71,133.83,18,8383.26,9,East,Partner Sales
TGT-2023-Q3-REP-0091-09,REP-0091,2023,Q3,September,41666.67,54406.70,130.58,36,1511.30,20,APAC,SMB Sales
TGT-2023-Q3-REP-0092-09,REP-0092,2023,Q3,September,88000.00,75378.02,85.66,12,6281.50,5,APAC,Enterprise Sales
TGT-2023-Q3-REP-0093-09,REP-0093,2023,Q3,September,98833.33,112818.63,114.15,15,7521.24,8,Central,Enterprise Sales
TGT-2023-Q3-REP-0094-09,REP-0094,2023,Q3,September,129666.67,128105.95,98.80,18,7117.00,7,LATAM,Partner Sales
TGT-2023-Q3-REP-0095-09,REP-0095,2023,Q3,September,66916.67,53905.70,80.56,19,2837.14,8,EMEA,Mid-Market
TGT-2023-Q3-REP-0096-09,REP-0096,2023,Q3,September,73583.33,106218.92,144.35,29,3662.72,9,East,Mid-Market
TGT-2023-Q3-REP-0098-09,REP-0098,2023,Q3,September,105750.00,108648.55,102.74,13,8357.58,4,Central,Partner Sales
TGT-2023-Q3-REP-0099-09,REP-0099,2023,Q3,September,34500.00,39557.92,114.66,45,879.06,14,Central,Inside Sales
TGT-2023-Q3-REP-0100-09,REP-0100,2023,Q3,September,69583.33,61173.70,87.91,23,2659.73,10,APAC,Mid-Market
TGT-2023-Q3-REP-0101-09,REP-0101,2023,Q3,September,73166.67,54165.89,74.03,19,2850.84,7,EMEA,Mid-Market
TGT-2023-Q3-REP-0102-09,REP-0102,2023,Q3,September,36916.67,37610.03,101.88,37,1016.49,12,EMEA,Inside Sales
TGT-2023-Q3-REP-0103-09,REP-0103,2023,Q3,September,68083.33,100848.59,148.13,25,4033.94,13,West,Mid-Market
TGT-2023-Q3-REP-0104-09,REP-0104,2023,Q3,September,95750.00,98558.81,102.93,18,5475.49,6,East,Enterprise Sales
TGT-2023-Q3-REP-0105-09,REP-0105,2023,Q3,September,100916.67,132461.14,131.26,15,8830.74,5,APAC,Enterprise Sales
TGT-2023-Q3-REP-0106-09,REP-0106,2023,Q3,September,109666.67,149607.23,136.42,13,11508.25,7,EMEA,Partner Sales
TGT-2023-Q3-REP-0107-09,REP-0107,2023,Q3,September,107333.33,92747.08,86.41,16,5796.69,5,East,Partner Sales
TGT-2023-Q3-REP-0108-09,REP-0108,2023,Q3,September,102000.00,138610.42,135.89,18,7700.58,10,LATAM,Enterprise Sales
TGT-2023-Q3-REP-0109-09,REP-0109,2023,Q3,September,46166.67,41724.05,90.38,43,970.33,14,East,SMB Sales
TGT-2023-Q3-REP-0110-09,REP-0110,2023,Q3,September,88583.33,130934.71,147.81,11,11903.16,3,EMEA,Enterprise Sales
TGT-2023-Q3-REP-0111-09,REP-0111,2023,Q3,September,120833.33,0.00,0.00,0,0.00,0,East,Partner Sales
TGT-2023-Q3-REP-0112-09,REP-0112,2023,Q3,September,39250.00,56836.55,144.81,45,1263.03,17,APAC,Inside Sales
TGT-2023-Q3-REP-0113-09,REP-0113,2023,Q3,September,102250.00,143054.44,139.91,14,10218.17,7,Central,Enterprise Sales
TGT-2023-Q3-REP-0114-09,REP-0114,2023,Q3,September,105500.00,71107.23,67.40,19,3742.49,8,West,Enterprise Sales
TGT-2023-Q3-REP-0115-09,REP-0115,2023,Q3,September,125833.33,103551.06,82.29,18,5752.84,5,West,Partner Sales
TGT-2023-Q3-REP-0116-09,REP-0116,2023,Q3,September,46916.67,69577.32,148.30,21,3313.21,10,LATAM,SMB Sales
TGT-2023-Q3-REP-0117-09,REP-0117,2023,Q3,September,115666.67,92644.28,80.10,10,9264.43,4,West,Partner Sales
TGT-2023-Q3-REP-0118-09,REP-0118,2023,Q3,September,118416.67,148857.86,125.71,16,9303.62,8,West,Partner Sales
TGT-2023-Q3-REP-0120-09,REP-0120,2023,Q3,September,103500.00,125169.20,120.94,14,8940.66,6,APAC,Partner Sales
TGT-2023-Q3-REP-0121-09,REP-0121,2023,Q3,September,104750.00,99300.77,94.80,21,4728.61,8,West,Partner Sales
TGT-2023-Q3-REP-0122-09,REP-0122,2023,Q3,September,74916.67,85595.96,114.25,16,5349.75,6,APAC,Mid-Market
TGT-2023-Q3-REP-0123-09,REP-0123,2023,Q3,September,129166.67,86554.94,67.01,22,3934.32,12,APAC,Partner Sales
TGT-2023-Q3-REP-0124-09,REP-0124,2023,Q3,September,53833.33,41967.77,77.96,32,1311.49,12,LATAM,SMB Sales
TGT-2023-Q3-REP-0125-09,REP-0125,2023,Q3,September,118666.67,92816.06,78.22,21,4419.81,8,Central,Partner Sales
