customer_id,customer_name,industry,company_size,country,state_province,city,customer_since,customer_status,account_manager,annual_revenue_bucket,credit_limit,payment_terms,tax_id
CUST-00505,Apex Corporation Ltd,Professional Services,SMB,USA,Texas,Dallas,2023-08-10,Active,REP-0078,$5M-$10M,15000.00,Net 15,46-7600731
CUST-00506,Quantum Systems Corp,Technology,Mid-Market,France,Ile-de-France,Paris,2019-04-16,Active,REP-0156,$5M-$10M,60000.00,Prepaid,FR-262418-123
CUST-00507,Digital Systems SARL,Healthcare,Mid-Market,Netherlands,North Holland,Amsterdam,2022-04-15,Active,REP-0267,$5M-$10M,40000.00,Prepaid,NE-146165-123
CUST-00508,Quantum Group Inc,Government,Enterprise,France,Ile-de-France,Paris,2021-02-13,Active,REP-0156,$100M+,100000.00,Net 15,FR-557902-XYZ
CUST-00509,Global Corporation Inc,Retail,Enterprise,Netherlands,North Holland,Amsterdam,2021-06-16,Active,REP-0289,$1M-$5M,200000.00,Net 45,NE-773151-123
CUST-00510,Pro Enterprises Corp,Technology,SMB,Canada,British Columbia,Vancouver,2019-05-05,Active,REP-0289,$5M-$10M,20000.00,Net 60,CA-891104-ABC
CUST-00511,Elite Partners SRL,Healthcare,Mid-Market,Netherlands,North Holland,Amsterdam,2023-12-06,Active,REP-0203,$100M+,50000.00,Net 45,NE-364931-123
CUST-00512,Innovative Group Pte Ltd,Manufacturing,Mid-Market,United Kingdom,Scotland,Edinburgh,2019-05-05,Inactive,REP-0245,$50M-$100M,60000.00,Prepaid,GB285733298
CUST-00513,Quantum Partners GmbH,Government,Enterprise,Germany,Berlin,Berlin,2020-06-12,Active,REP-0203,$50M-$100M,200000.00,Net 30,DE564667677
CUST-00514,Global Partners AG,Financial Services,Enterprise,Germany,Berlin,Berlin,2024-02-06,Active,REP-0267,$100M+,100000.00,Net 15,DE215032314
CUST-00515,Apex Technologies Ltd,Retail,Enterprise,USA,California,San Francisco,2019-04-14,Active,REP-0112,$100M+,200000.00,Net 30,73-4412169
CUST-00516,Central Solutions Corp,Healthcare,Mid-Market,Spain,Catalonia,Barcelona,2018-12-02,Active,REP-0156,$1M-$5M,60000.00,Net 45,SP-673379-XYZ
CUST-00517,Pro Enterprises Corp,Government,SMB,Netherlands,North Holland,Amsterdam,2020-02-07,Active,REP-0156,$1M-$5M,15000.00,Net 15,NE-622979-ABC
CUST-00518,Digital Services SRL,Manufacturing,SMB,Canada,Quebec,Montreal,2021-10-07,Active,REP-0045,$50M-$100M,20000.00,Net 15,CA-966966-ABC
CUST-00519,Digital Group Pte Ltd,Retail,Mid-Market,Germany,Hamburg,Hamburg,2021-07-02,Active,REP-0289,$1M-$5M,40000.00,Prepaid,DE648354852
CUST-00520,Innovative Services GmbH,Education,Enterprise,USA,New York,New York,2021-04-25,Active,REP-0078,$5M-$10M,100000.00,Net 45,49-2594179
CUST-00521,Central Group LLC,Financial Services,Mid-Market,Canada,British Columbia,Vancouver,2019-05-18,Active,REP-0089,$10M-$50M,60000.00,Net 30,CA-305720-ABC
CUST-00522,Quantum Services Inc,Financial Services,Enterprise,USA,Washington,Seattle,2021-09-22,Active,REP-0078,$50M-$100M,200000.00,Prepaid,28-6136722
CUST-00523,Innovative Innovations Ltd,Education,Mid-Market,Spain,Catalonia,Barcelona,2021-10-07,Active,REP-0089,$5M-$10M,45000.00,Net 15,SP-238285-XYZ
CUST-00524,Elite Industries Corp,Financial Services,SMB,USA,Massachusetts,Boston,2022-05-01,Active,REP-0078,$50M-$100M,15000.00,Net 45,57-6854892
CUST-00525,Tech Systems Ltd,Retail,Enterprise,Germany,Berlin,Berlin,2018-07-21,Active,REP-0289,$1M-$5M,100000.00,Net 30,DE925879992
CUST-00526,Smart Corporation Inc,Manufacturing,Mid-Market,Canada,Quebec,Montreal,2020-07-02,Active,REP-0134,$10M-$50M,40000.00,Net 60,CA-208661-XYZ
CUST-00527,Advanced Partners Inc,Professional Services,Mid-Market,Spain,Catalonia,Barcelona,2018-02-03,Active,REP-0078,$100M+,60000.00,Prepaid,SP-456593-XYZ
CUST-00528,Summit Solutions LLC,Retail,Enterprise,Spain,Catalonia,Barcelona,2022-03-14,Active,REP-0267,$10M-$50M,150000.00,Net 45,SP-480768-ABC
CUST-00529,Smart Corporation Corp,Financial Services,Enterprise,United Kingdom,England,London,2019-12-20,Active,REP-0203,$100M+,100000.00,Net 30,GB241330601
CUST-00530,Advanced Innovations LLC,Professional Services,Enterprise,Singapore,,Singapore,2021-09-01,Active,REP-0203,$10M-$50M,100000.00,Net 30,SG-2022-061
CUST-00531,Apex Services Corp,Financial Services,SMB,Canada,Quebec,Montreal,2023-10-09,Active,REP-0245,$1M-$5M,30000.00,Net 45,CA-994562-ABC
CUST-00532,Digital Innovations Ltd,Education,SMB,Australia,Victoria,Melbourne,2024-05-11,Active,REP-0245,$10M-$50M,15000.00,Net 30,AU-697664-123
CUST-00533,Quantum Group Ltd,Education,Mid-Market,France,Auvergne-Rhône-Alpes,Lyon,2019-08-05,Active,REP-0289,$5M-$10M,50000.00,Prepaid,FR-441109-ABC
CUST-00534,Premier Innovations Ltd,Government,Mid-Market,France,Auvergne-Rhône-Alpes,Lyon,2023-01-09,Inactive,REP-0156,$10M-$50M,50000.00,Prepaid,FR-797850-123
CUST-00535,Elite Technologies Corp,Retail,SMB,Canada,Quebec,Montreal,2024-02-17,Active,REP-0203,$100M+,30000.00,Net 15,CA-600496-123
CUST-00536,Innovative Partners Inc,Technology,SMB,USA,Colorado,Denver,2022-08-03,Active,REP-0112,$100M+,30000.00,Net 30,10-5617983
CUST-00537,Elite Corporation Corp,Retail,Mid-Market,Singapore,,Singapore,2018-03-04,Active,REP-0203,$100M+,45000.00,Prepaid,SG-2020-895
CUST-00538,Pro Group GmbH,Manufacturing,SMB,United Kingdom,England,Manchester,2019-08-08,Active,REP-0245,$1M-$5M,15000.00,Net 15,GB207906644
CUST-00539,Pro Enterprises GmbH,Technology,SMB,Canada,Quebec,Montreal,2018-06-28,Active,REP-0156,$1M-$5M,30000.00,Net 45,CA-749230-XYZ
CUST-00540,Premier Corporation AG,Education,Mid-Market,Spain,Catalonia,Barcelona,2020-10-05,Active,REP-0045,$10M-$50M,40000.00,Net 45,SP-960393-ABC
CUST-00541,Digital Services Pte Ltd,Healthcare,SMB,Canada,Quebec,Montreal,2020-06-01,Active,REP-0289,$100M+,25000.00,Net 45,CA-425962-XYZ
CUST-00542,Advanced Industries SARL,Manufacturing,Enterprise,USA,Texas,Houston,2018-11-07,Active,REP-0089,$1M-$5M,80000.00,Prepaid,15-7163744
CUST-00543,Nexus Enterprises GmbH,Technology,Mid-Market,France,Ile-de-France,Paris,2024-01-02,Active,REP-0078,$50M-$100M,60000.00,Prepaid,FR-757312-ABC
CUST-00544,Global Systems Corp,Manufacturing,Mid-Market,Australia,New South Wales,Sydney,2019-12-31,Active,REP-0089,$10M-$50M,50000.00,Net 60,AU-748051-123
CUST-00545,Apex Enterprises GmbH,Healthcare,SMB,Netherlands,North Holland,Amsterdam,2023-11-02,Active,REP-0089,$100M+,15000.00,Net 30,NE-415065-ABC
CUST-00546,Smart Technologies GmbH,Government,Enterprise,USA,California,Los Angeles,2018-12-19,Active,REP-0078,$5M-$10M,100000.00,Net 60,77-3472620
CUST-00547,Metro Services SRL,Manufacturing,Mid-Market,USA,Colorado,Denver,2020-12-24,Churned,REP-0112,$100M+,50000.00,Net 60,84-8720903
CUST-00548,Metro Industries LLC,Financial Services,Enterprise,Netherlands,North Holland,Amsterdam,2021-11-12,Active,REP-0245,$100M+,150000.00,Prepaid,NE-635514-XYZ
CUST-00549,Metro Technologies SARL,Education,Mid-Market,USA,Texas,Houston,2018-03-05,Active,REP-0267,$5M-$10M,50000.00,Prepaid,49-8224077
CUST-00550,Central Group Ltd,Government,Enterprise,USA,Washington,Seattle,2020-12-21,Active,REP-0134,$1M-$5M,80000.00,Prepaid,61-1772744
CUST-00551,Global Systems Pte Ltd,Education,Enterprise,USA,California,San Francisco,2019-04-17,Active,REP-0134,$5M-$10M,150000.00,Net 30,57-4850040
CUST-00552,Digital Corporation AG,Professional Services,Enterprise,Spain,Catalonia,Barcelona,2021-04-22,Active,REP-0267,$1M-$5M,100000.00,Prepaid,SP-101831-ABC
CUST-00553,Smart Systems LLC,Education,SMB,Singapore,,Singapore,2023-10-16,Active,REP-0245,$1M-$5M,20000.00,Net 30,SG-2020-202
CUST-00554,Metro Industries Pte Ltd,Government,SMB,Canada,Ontario,Toronto,2019-07-20,Active,REP-0156,$5M-$10M,15000.00,Net 30,CA-266332-XYZ
CUST-00555,Global Industries AG,Professional Services,Enterprise,Singapore,,Singapore,2021-08-05,Active,REP-0134,$50M-$100M,80000.00,Net 30,SG-2021-982
CUST-00556,Elite Group Inc,Manufacturing,Mid-Market,United Kingdom,Scotland,Edinburgh,2019-05-12,Active,REP-0089,$5M-$10M,50000.00,Net 60,GB591321255
CUST-00557,Global Corporation Inc,Financial Services,Mid-Market,Singapore,,Singapore,2021-12-03,Churned,REP-0089,$5M-$10M,45000.00,Prepaid,SG-2023-134
CUST-00558,Central Services Inc,Education,Enterprise,USA,California,San Francisco,2022-06-13,Active,REP-0112,$100M+,100000.00,Net 30,34-9899846
CUST-00559,Smart Innovations GmbH,Professional Services,SMB,Australia,New South Wales,Sydney,2020-07-28,Active,REP-0089,$5M-$10M,20000.00,Net 45,AU-588599-XYZ
CUST-00560,Tech Group LLC,Financial Services,Enterprise,France,Ile-de-France,Paris,2023-02-19,Active,REP-0245,$100M+,150000.00,Net 30,FR-454802-123
CUST-00561,Innovative Innovations Pte Ltd,Manufacturing,Mid-Market,Australia,New South Wales,Sydney,2021-06-07,Active,REP-0045,$5M-$10M,60000.00,Prepaid,AU-686051-XYZ
CUST-00562,Global Services SARL,Education,SMB,Singapore,,Singapore,2018-12-21,Active,REP-0156,$5M-$10M,25000.00,Net 60,SG-2024-401
CUST-00563,Summit Group SARL,Manufacturing,SMB,Canada,British Columbia,Vancouver,2019-09-08,Active,REP-0245,$5M-$10M,20000.00,Net 45,CA-707409-123
CUST-00564,Elite Innovations GmbH,Technology,Mid-Market,Netherlands,North Holland,Amsterdam,2018-12-16,Active,REP-0245,$50M-$100M,50000.00,Net 60,NE-547266-ABC
CUST-00565,Quantum Solutions LLC,Manufacturing,SMB,Germany,Bavaria,Munich,2023-06-27,Active,REP-0245,$1M-$5M,20000.00,Prepaid,DE289915357
CUST-00566,Nexus Group GmbH,Technology,SMB,Netherlands,North Holland,Amsterdam,2021-03-06,Active,REP-0134,$10M-$50M,25000.00,Net 45,NE-742692-123
CUST-00567,Tech Industries SRL,Government,SMB,United Kingdom,England,Manchester,2021-07-05,Active,REP-0289,$100M+,20000.00,Net 60,GB492869329
CUST-00568,Innovative Industries SARL,Retail,Enterprise,France,Ile-de-France,Paris,2019-01-26,Active,REP-0245,$50M-$100M,80000.00,Net 30,FR-247765-XYZ
CUST-00569,Premier Industries Ltd,Healthcare,SMB,Australia,New South Wales,Sydney,2020-11-23,Active,REP-0078,$1M-$5M,20000.00,Prepaid,AU-490034-123
CUST-00570,Smart Corporation SRL,Professional Services,SMB,United Kingdom,England,Manchester,2019-08-01,Active,REP-0203,$10M-$50M,20000.00,Prepaid,GB681932702
CUST-00571,Global Group GmbH,Manufacturing,SMB,Canada,British Columbia,Vancouver,2021-07-17,Active,REP-0112,$50M-$100M,25000.00,Net 15,CA-597694-XYZ
CUST-00572,Central Partners SRL,Financial Services,SMB,Netherlands,North Holland,Amsterdam,2019-11-03,Active,REP-0156,$50M-$100M,25000.00,Net 15,NE-531921-XYZ
CUST-00573,Tech Systems LLC,Healthcare,Enterprise,Spain,Catalonia,Barcelona,2020-08-02,Active,REP-0156,$100M+,200000.00,Prepaid,SP-462901-ABC
CUST-00574,Quantum Partners LLC,Retail,SMB,Germany,Bavaria,Munich,2018-12-05,Active,REP-0245,$5M-$10M,15000.00,Net 60,DE980935757
CUST-00575,Innovative Technologies LLC,Education,Enterprise,Spain,Catalonia,Barcelona,2024-01-26,Active,REP-0203,$100M+,150000.00,Net 15,SP-637579-XYZ
CUST-00576,Innovative Technologies SARL,Technology,SMB,Canada,British Columbia,Vancouver,2022-03-19,Active,REP-0089,$100M+,25000.00,Net 60,CA-324295-XYZ
CUST-00577,Central Solutions GmbH,Technology,SMB,Germany,Berlin,Berlin,2020-06-12,Active,REP-0112,$50M-$100M,15000.00,Net 60,DE954306302
CUST-00578,Smart Systems Ltd,Professional Services,Enterprise,Italy,Lombardy,Milan,2021-07-30,Active,REP-0045,$10M-$50M,150000.00,Net 45,IT-922961-XYZ
CUST-00579,Central Services GmbH,Retail,SMB,Spain,Catalonia,Barcelona,2018-03-04,Active,REP-0134,$5M-$10M,25000.00,Net 45,SP-690820-123
CUST-00580,Summit Enterprises Inc,Financial Services,SMB,Netherlands,North Holland,Amsterdam,2018-06-01,Active,REP-0045,$100M+,25000.00,Net 60,NE-226705-XYZ
CUST-00581,Innovative Enterprises GmbH,Retail,Enterprise,Italy,Lombardy,Milan,2022-12-06,Inactive,REP-0089,$10M-$50M,200000.00,Prepaid,IT-141748-XYZ
CUST-00582,Smart Corporation SRL,Government,Mid-Market,Canada,British Columbia,Vancouver,2023-09-06,Active,REP-0134,$10M-$50M,40000.00,Net 30,CA-933379-ABC
CUST-00583,Global Technologies Ltd,Financial Services,Enterprise,Netherlands,North Holland,Amsterdam,2021-09-05,Active,REP-0045,$10M-$50M,200000.00,Prepaid,NE-756319-XYZ
CUST-00584,Apex Group Pte Ltd,Education,SMB,Canada,Ontario,Toronto,2018-11-22,Active,REP-0134,$10M-$50M,30000.00,Net 60,CA-783122-123
CUST-00585,Quantum Systems AG,Financial Services,Mid-Market,Australia,New South Wales,Sydney,2020-04-13,Active,REP-0245,$5M-$10M,60000.00,Net 30,AU-509140-ABC
CUST-00586,Nexus Industries LLC,Government,Mid-Market,United Kingdom,Scotland,Edinburgh,2020-04-24,Active,REP-0045,$10M-$50M,50000.00,Net 15,GB546403037
CUST-00587,Innovative Innovations Ltd,Manufacturing,Enterprise,Italy,Lazio,Rome,2022-08-05,Active,REP-0267,$100M+,100000.00,Net 15,IT-116895-XYZ
CUST-00588,Smart Services Corp,Professional Services,Mid-Market,Netherlands,North Holland,Amsterdam,2022-11-22,Active,REP-0078,$100M+,45000.00,Prepaid,NE-299964-ABC
CUST-00589,Digital Group Corp,Technology,Enterprise,Italy,Lombardy,Milan,2022-01-05,Active,REP-0112,$5M-$10M,100000.00,Net 15,IT-297197-XYZ
CUST-00590,Tech Services Inc,Financial Services,SMB,Singapore,,Singapore,2023-09-02,Active,REP-0156,$100M+,20000.00,Prepaid,SG-2023-711
CUST-00591,Tech Industries SARL,Education,Mid-Market,USA,Massachusetts,Boston,2023-07-26,Active,REP-0289,$5M-$10M,40000.00,Net 45,63-2004072
CUST-00592,Smart Partners LLC,Professional Services,Mid-Market,Netherlands,North Holland,Amsterdam,2018-01-20,Active,REP-0134,$10M-$50M,40000.00,Net 60,NE-790965-XYZ
CUST-00593,Elite Partners AG,Healthcare,Mid-Market,Singapore,,Singapore,2020-08-24,Active,REP-0245,$100M+,50000.00,Net 60,SG-2022-218
CUST-00594,Metro Systems GmbH,Technology,Mid-Market,France,Ile-de-France,Paris,2020-04-09,Active,REP-0245,$10M-$50M,45000.00,Net 45,FR-994775-123
CUST-00595,Pro Industries Inc,Technology,SMB,United Kingdom,England,London,2023-09-25,Active,REP-0078,$50M-$100M,25000.00,Net 60,GB799899378
CUST-00596,Summit Services SRL,Financial Services,Enterprise,United Kingdom,England,Manchester,2018-05-30,Active,REP-0078,$1M-$5M,150000.00,Net 15,GB543813877
CUST-00597,Apex Systems SRL,Retail,Enterprise,United Kingdom,Scotland,Edinburgh,2019-10-28,Active,REP-0245,$50M-$100M,150000.00,Net 60,GB112748448
CUST-00598,Pro Enterprises GmbH,Financial Services,Enterprise,Spain,Catalonia,Barcelona,2022-10-27,Active,REP-0203,$50M-$100M,80000.00,Net 60,SP-490415-ABC
CUST-00599,Tech Technologies LLC,Healthcare,Enterprise,USA,Texas,Dallas,2024-04-12,Active,REP-0156,$10M-$50M,100000.00,Prepaid,37-2388104
CUST-00600,Pro Technologies SARL,Government,SMB,Spain,Catalonia,Barcelona,2023-06-26,Active,REP-0112,$50M-$100M,30000.00,Net 60,SP-475522-ABC
CUST-00601,Quantum Industries Ltd,Manufacturing,Mid-Market,Singapore,,Singapore,2021-05-15,Active,REP-0156,$10M-$50M,40000.00,Net 15,SG-2024-682
CUST-00602,Digital Industries AG,Healthcare,Enterprise,Australia,New South Wales,Sydney,2024-01-25,Inactive,REP-0078,$100M+,100000.00,Net 30,AU-893458-ABC
CUST-00603,Central Systems SRL,Government,Enterprise,Canada,British Columbia,Vancouver,2023-03-12,Active,REP-0245,$100M+,200000.00,Net 15,CA-620155-XYZ
CUST-00604,Tech Systems SARL,Manufacturing,SMB,France,Ile-de-France,Paris,2019-01-25,Active,REP-0078,$100M+,15000.00,Prepaid,FR-774769-123
CUST-00605,Central Partners GmbH,Government,Mid-Market,USA,Texas,Houston,2018-12-09,Active,REP-0112,$50M-$100M,50000.00,Net 30,86-1310608
CUST-00606,Nexus Partners LLC,Manufacturing,Mid-Market,Singapore,,Singapore,2018-03-31,Active,REP-0245,$5M-$10M,50000.00,Prepaid,SG-2022-736
CUST-00607,Nexus Industries LLC,Retail,Mid-Market,Australia,Victoria,Melbourne,2024-05-26,Active,REP-0156,$1M-$5M,60000.00,Net 15,AU-359379-ABC
CUST-00608,Tech Partners Ltd,Financial Services,SMB,Netherlands,North Holland,Amsterdam,2019-07-22,Active,REP-0245,$50M-$100M,25000.00,Prepaid,NE-995607-ABC
CUST-00609,Quantum Partners Corp,Retail,Enterprise,United Kingdom,Scotland,Edinburgh,2018-08-23,Active,REP-0267,$1M-$5M,80000.00,Prepaid,GB845469963
CUST-00610,Metro Solutions Inc,Government,Mid-Market,Italy,Lazio,Rome,2024-02-26,Active,REP-0267,$100M+,45000.00,Net 60,IT-497724-XYZ
CUST-00611,Metro Partners Inc,Healthcare,Mid-Market,Australia,Victoria,Melbourne,2022-01-20,Active,REP-0078,$50M-$100M,50000.00,Net 15,AU-838447-123
CUST-00612,Elite Group Ltd,Technology,SMB,USA,California,Los Angeles,2024-03-26,Active,REP-0089,$10M-$50M,20000.00,Net 30,21-4160070
CUST-00613,Global Technologies LLC,Financial Services,SMB,Canada,Ontario,Toronto,2019-11-03,Active,REP-0203,$5M-$10M,30000.00,Net 60,CA-238878-123
CUST-00614,Nexus Corporation Inc,Healthcare,Enterprise,Canada,Ontario,Toronto,2020-01-05,Active,REP-0112,$100M+,80000.00,Net 45,CA-397861-123
CUST-00615,Nexus Innovations SRL,Professional Services,Mid-Market,United Kingdom,England,Manchester,2019-02-25,Active,REP-0134,$1M-$5M,50000.00,Net 45,GB803106293
CUST-00616,Advanced Group Ltd,Manufacturing,Mid-Market,France,Auvergne-Rhône-Alpes,Lyon,2019-12-21,Active,REP-0203,$50M-$100M,60000.00,Prepaid,FR-404120-ABC
CUST-00617,Pro Systems SARL,Professional Services,SMB,Canada,Quebec,Montreal,2019-09-12,Active,REP-0078,$1M-$5M,20000.00,Net 30,CA-799935-ABC
CUST-00618,Elite Industries SRL,Government,SMB,France,Auvergne-Rhône-Alpes,Lyon,2019-04-12,Active,REP-0267,$50M-$100M,25000.00,Net 45,FR-413408-ABC
CUST-00619,Tech Solutions SRL,Professional Services,Enterprise,Germany,Bavaria,Munich,2023-04-17,Active,REP-0245,$1M-$5M,200000.00,Net 15,DE808274219
CUST-00620,Smart Partners GmbH,Professional Services,Enterprise,Spain,Madrid,Madrid,2023-06-11,Active,REP-0134,$50M-$100M,100000.00,Net 15,SP-407076-ABC
CUST-00621,Elite Industries SRL,Financial Services,Mid-Market,Spain,Madrid,Madrid,2022-04-13,Active,REP-0112,$5M-$10M,60000.00,Net 60,SP-904097-XYZ
CUST-00622,Pro Services SARL,Retail,SMB,Netherlands,North Holland,Amsterdam,2024-05-28,Active,REP-0112,$1M-$5M,30000.00,Prepaid,NE-634213-123
CUST-00623,Global Industries LLC,Education,Mid-Market,Singapore,,Singapore,2022-02-02,Active,REP-0289,$10M-$50M,40000.00,Net 60,SG-2020-330
CUST-00624,Elite Innovations GmbH,Technology,Mid-Market,France,Auvergne-Rhône-Alpes,Lyon,2022-09-19,Churned,REP-0156,$100M+,40000.00,Net 30,FR-336094-XYZ
CUST-00625,Advanced Partners LLC,Professional Services,Mid-Market,Italy,Lombardy,Milan,2019-02-14,Active,REP-0078,$50M-$100M,45000.00,Prepaid,IT-773297-123
CUST-00626,Summit Services LLC,Manufacturing,Mid-Market,USA,New York,New York,2021-11-04,Active,REP-0156,$1M-$5M,60000.00,Net 60,19-3465270
CUST-00627,Apex Services LLC,Education,SMB,Spain,Catalonia,Barcelona,2019-12-03,Active,REP-0089,$1M-$5M,25000.00,Net 15,SP-348450-ABC
CUST-00628,Advanced Solutions LLC,Retail,SMB,Australia,Victoria,Melbourne,2023-12-08,Active,REP-0045,$10M-$50M,15000.00,Prepaid,AU-124789-ABC
CUST-00629,Metro Services Pte Ltd,Retail,SMB,Netherlands,North Holland,Amsterdam,2023-06-03,Active,REP-0089,$100M+,25000.00,Net 60,NE-629075-XYZ
CUST-00630,Summit Industries SRL,Retail,SMB,France,Auvergne-Rhône-Alpes,Lyon,2021-10-30,Active,REP-0134,$1M-$5M,15000.00,Net 30,FR-428465-ABC
CUST-00631,Pro Innovations AG,Government,SMB,Germany,Hamburg,Hamburg,2024-04-07,Inactive,REP-0112,$1M-$5M,20000.00,Prepaid,DE157368177
CUST-00632,Digital Solutions Inc,Financial Services,SMB,Germany,Bavaria,Munich,2022-01-31,Active,REP-0267,$50M-$100M,20000.00,Prepaid,DE429901690
CUST-00633,Global Corporation SARL,Education,SMB,Australia,New South Wales,Sydney,2018-09-07,Active,REP-0245,$1M-$5M,20000.00,Net 45,AU-138196-XYZ
CUST-00634,Smart Enterprises Pte Ltd,Financial Services,SMB,Singapore,,Singapore,2022-08-26,Active,REP-0156,$50M-$100M,30000.00,Net 30,SG-2022-966
CUST-00635,Innovative Technologies SARL,Healthcare,Mid-Market,Italy,Lombardy,Milan,2021-12-28,Active,REP-0203,$10M-$50M,60000.00,Net 45,IT-527700-ABC
CUST-00636,Elite Corporation LLC,Professional Services,Enterprise,Italy,Lombardy,Milan,2024-03-11,Active,REP-0045,$50M-$100M,200000.00,Prepaid,IT-971752-123
CUST-00637,Central Corporation Pte Ltd,Education,Enterprise,United Kingdom,England,Manchester,2021-11-12,Active,REP-0134,$100M+,200000.00,Net 15,GB348961358
CUST-00638,Elite Group Ltd,Healthcare,Mid-Market,Germany,Berlin,Berlin,2022-08-01,Active,REP-0112,$100M+,50000.00,Net 45,DE481109848
CUST-00639,Premier Systems SARL,Education,SMB,Singapore,,Singapore,2024-01-25,Inactive,REP-0089,$50M-$100M,20000.00,Prepaid,SG-2022-951
CUST-00640,Apex Corporation Pte Ltd,Retail,SMB,Netherlands,North Holland,Amsterdam,2022-10-31,Active,REP-0112,$100M+,15000.00,Net 60,NE-195011-ABC
CUST-00641,Global Corporation Inc,Technology,Mid-Market,United Kingdom,Scotland,Edinburgh,2020-04-08,Active,REP-0245,$50M-$100M,45000.00,Net 15,GB512690778
CUST-00642,Digital Partners Pte Ltd,Financial Services,Mid-Market,Spain,Catalonia,Barcelona,2018-04-12,Active,REP-0089,$100M+,60000.00,Net 15,SP-683453-ABC
CUST-00643,Global Corporation Pte Ltd,Healthcare,Enterprise,Canada,Ontario,Toronto,2024-04-04,Active,REP-0203,$10M-$50M,80000.00,Net 60,CA-164976-XYZ
CUST-00644,Quantum Systems AG,Retail,Enterprise,Australia,New South Wales,Sydney,2019-06-28,Active,REP-0245,$5M-$10M,80000.00,Net 15,AU-919486-ABC
CUST-00645,Premier Industries LLC,Financial Services,Mid-Market,Netherlands,North Holland,Amsterdam,2019-10-17,Active,REP-0134,$50M-$100M,40000.00,Net 30,NE-790018-XYZ
CUST-00646,Quantum Services Ltd,Retail,Enterprise,Singapore,,Singapore,2021-12-18,Active,REP-0156,$5M-$10M,100000.00,Net 60,SG-2022-861
CUST-00647,Innovative Solutions Inc,Manufacturing,SMB,Singapore,,Singapore,2020-08-07,Active,REP-0078,$5M-$10M,25000.00,Net 45,SG-2020-673
CUST-00648,Apex Industries LLC,Retail,Mid-Market,United Kingdom,England,Manchester,2023-09-28,Active,REP-0156,$10M-$50M,40000.00,Net 30,GB567128601
CUST-00649,Innovative Industries Pte Ltd,Government,Mid-Market,Canada,British Columbia,Vancouver,2019-08-29,Active,REP-0134,$10M-$50M,40000.00,Net 30,CA-405131-123
CUST-00650,Premier Solutions Inc,Retail,Enterprise,USA,California,Los Angeles,2019-01-16,Active,REP-0112,$100M+,150000.00,Net 60,41-9454007
CUST-00651,Summit Enterprises GmbH,Healthcare,Mid-Market,Germany,Bavaria,Munich,2022-04-16,Active,REP-0045,$100M+,50000.00,Prepaid,DE833718730
CUST-00652,Metro Partners SARL,Technology,SMB,Singapore,,Singapore,2024-01-08,Active,REP-0289,$50M-$100M,30000.00,Net 15,SG-2021-661
CUST-00653,Apex Group SRL,Retail,SMB,Netherlands,North Holland,Amsterdam,2022-02-19,Active,REP-0156,$5M-$10M,15000.00,Prepaid,NE-648769-XYZ
CUST-00654,Central Group SRL,Technology,Enterprise,Germany,Hamburg,Hamburg,2021-10-19,Active,REP-0089,$1M-$5M,200000.00,Prepaid,DE479196720
CUST-00655,Summit Enterprises GmbH,Healthcare,SMB,Netherlands,North Holland,Amsterdam,2018-07-05,Active,REP-0245,$5M-$10M,25000.00,Prepaid,NE-978009-123
CUST-00656,Apex Services SARL,Manufacturing,Enterprise,Netherlands,North Holland,Amsterdam,2021-02-28,Active,REP-0156,$10M-$50M,80000.00,Net 60,NE-568698-XYZ
CUST-00657,Digital Enterprises Ltd,Technology,Enterprise,Canada,British Columbia,Vancouver,2022-09-27,Active,REP-0156,$50M-$100M,200000.00,Net 15,CA-576626-123
CUST-00658,Premier Services LLC,Technology,SMB,Canada,British Columbia,Vancouver,2022-07-12,Active,REP-0289,$50M-$100M,25000.00,Net 60,CA-823452-ABC
CUST-00659,Quantum Industries SARL,Technology,SMB,United Kingdom,England,London,2018-11-29,Active,REP-0245,$50M-$100M,20000.00,Prepaid,GB228928280
CUST-00660,Innovative Systems GmbH,Manufacturing,Enterprise,Australia,New South Wales,Sydney,2019-11-24,Active,REP-0089,$1M-$5M,150000.00,Net 30,AU-973752-XYZ
CUST-00661,Smart Solutions GmbH,Professional Services,Enterprise,Germany,Berlin,Berlin,2018-09-27,Active,REP-0089,$1M-$5M,100000.00,Net 60,DE692002264
CUST-00662,Central Group Corp,Healthcare,Mid-Market,Singapore,,Singapore,2020-10-06,Active,REP-0078,$50M-$100M,60000.00,Net 45,SG-2024-639
CUST-00663,Smart Group SRL,Professional Services,SMB,France,Ile-de-France,Paris,2021-09-29,Active,REP-0156,$5M-$10M,15000.00,Net 60,FR-420275-ABC
CUST-00664,Apex Innovations AG,Retail,SMB,Netherlands,North Holland,Amsterdam,2018-06-24,Active,REP-0245,$10M-$50M,20000.00,Net 60,NE-493997-123
CUST-00665,Tech Innovations Ltd,Manufacturing,Enterprise,Spain,Catalonia,Barcelona,2019-10-21,Active,REP-0112,$5M-$10M,80000.00,Net 60,SP-287890-XYZ
CUST-00666,Nexus Industries SRL,Financial Services,Enterprise,Germany,Berlin,Berlin,2019-08-19,Active,REP-0156,$100M+,150000.00,Net 60,DE476046968
CUST-00667,Global Services SARL,Retail,SMB,Spain,Catalonia,Barcelona,2023-05-13,Active,REP-0045,$5M-$10M,30000.00,Prepaid,SP-817933-123
